gold_label	sentence1	sentence2
Support	A man in the background is cooking and the woman in the foreground turns to pose for the picture.	He is facing issues with cooking as he is not a good cook and not knows much about it.
Neutral	A man in the background is cooking and the woman in the foreground turns to pose for the picture.	Most of the people love home food more than restaurant food.
Invalidate	two men play guitar together on a boat with their friends.	their wives call them inside for dinner
Support	two men play guitar together on a boat with their friends.	another friend starts to sing along.
Neutral	two men play guitar together on a boat with their friends.	Many boats are in the bay during the evening to enjoy the beautiful sunset
Invalidate	A boy sits on a tree stump.	The boy eats food in the kitchen.
Support	A boy sits on a tree stump.	The boy relaxes while off his feet.
Neutral	A boy sits on a tree stump.	Most boys like to be outside.
Invalidate	Little girl is jumping up in the sprinklers getting soaked.	She laughs as she runs through over and over.
Support	Little girl is jumping up in the sprinklers getting soaked.	She is having tons of fun.
Neutral	Little girl is jumping up in the sprinklers getting soaked.	Getting wet is a great way to cool down.
Invalidate	Seven warmly dressed people are standing in the outdoors.	The group of seven are sitting around a warm fire enjoying hot chocolate.
Support	Seven warmly dressed people are standing in the outdoors.	The group are stamping their feet in the snow in an effort to keep warm.
Neutral	Seven warmly dressed people are standing in the outdoors.	Despite dressing up warm
Invalidate	Several people standing around a statue	The people eat food at a restaurant.
Support	Several people standing around a statue	The people all wonder about the statue.
Neutral	Several people standing around a statue	Most people hate looking at statues.
Invalidate	The blond woman is wearing graduation robes.	Blond woman is struggling to remove the graduation robes.
Support	The blond woman is wearing graduation robes.	The woman enjoys her graduation ceremony.
Neutral	The blond woman is wearing graduation robes.	Most people wear their graduation robes only once in their lifetime.
Invalidate	Dark-haired man with no shirt standing outside.	The man lays down for a nap.
Support	Dark-haired man with no shirt standing outside.	The man enjoys standing in the sun.
Neutral	Dark-haired man with no shirt standing outside.	Standing outside in good weather can be fun.
Invalidate	A group of young children are participating in arts and crafts.	they hang the work done on the walls of the classroom
Support	A group of young children are participating in arts and crafts.	their hands are covering the floor with paint
Neutral	A group of young children are participating in arts and crafts.	their smiles are missis a few teeth
Invalidate	The small, golden dog is attempting to take a furry object from a larger look-alike	the dog started barking all of a sudden
Support	The small, golden dog is attempting to take a furry object from a larger look-alike	the dog is there with his owner that wanted to buy a new toy
Neutral	The small, golden dog is attempting to take a furry object from a larger look-alike	many other dog owners went there for the special event
Invalidate	A man is lighting a marijuana roach.	the weed is all gone sadly
Support	A man is lighting a marijuana roach.	The car windows steam up and the scent of weed permeates.
Neutral	A man is lighting a marijuana roach.	Many people enjoy marijuana recreationally.
Invalidate	Two young men, one in black and one in red, jogging.	Two young men are playing the garden.
Support	Two young men, one in black and one in red, jogging.	Two males are drinking water while jogging.
Neutral	Two young men, one in black and one in red, jogging.	Jogging is a good exercise for young men.
Invalidate	A woman is wearing a hat filled with feathers and beads.	She cleans her hat before she put it away.
Support	A woman is wearing a hat filled with feathers and beads.	She is proud of her bold fashion choice.
Neutral	A woman is wearing a hat filled with feathers and beads.	I wonder if birds miss the feathers they lose.
Invalidate	A man in a green and red shirt and blue shorts jumps a hurdle on a track.	A man carrying  his national flag after winning hurdle race.
Support	A man in a green and red shirt and blue shorts jumps a hurdle on a track.	a man contiunously hitting the hurdles while jumping
Neutral	A man in a green and red shirt and blue shorts jumps a hurdle on a track.	Hrudle race is one of the best to watch  in track and field race.
Invalidate	Older man walking down the street with a canvass bag holding a saw and other tools.	Men driv3 with their tools to work.
Support	Older man walking down the street with a canvass bag holding a saw and other tools.	Men like to keep their hands full while walking at night.
Neutral	Older man walking down the street with a canvass bag holding a saw and other tools.	There is much work for a man to do.
Invalidate	Onlookers focus on a surfer as he cuts through a wave.	Onlookers are watching a surfer swim back to shore.
Support	Onlookers focus on a surfer as he cuts through a wave.	The surfer is smoothly surfing on the ocean waves .
