gold_label	sentence1	sentence2
Support	Asian people standing on the street waiting for a bus.	The bus is arriving to pick up the waiting people.
Neutral	Asian people standing on the street waiting for a bus.	Many people have to utilize public transportation to get to where they need to go.
Invalidate	Black and white dog outdoors in muddy water, with stick in mouth.	The once again clean dog jumps out of the bath.
Support	Black and white dog outdoors in muddy water, with stick in mouth.	The dog's owner is mad that the dog is in the mud.
Neutral	Black and white dog outdoors in muddy water, with stick in mouth.	Dogs are some of the best pets someone can have.
Invalidate	Woman in orange jacket is sitting crossed legged on a bench while woman in blue is leaning against the glass.	They sit beside each other on the bus
Support	Woman in orange jacket is sitting crossed legged on a bench while woman in blue is leaning against the glass.	Their bus is late to its stop.
Neutral	Woman in orange jacket is sitting crossed legged on a bench while woman in blue is leaning against the glass.	Waiting for the bus can be a boring experience.
Invalidate	A young girl in a striped shirt and blue pants falls onto a trampoline while onlookers watch.	The girl who works at the circus
Support	A young girl in a striped shirt and blue pants falls onto a trampoline while onlookers watch.	Juggling a trampoline can be very difficult.
Neutral	A young girl in a striped shirt and blue pants falls onto a trampoline while onlookers watch.	Many people liked to go to the circus in the past.
Invalidate	Construction workers manipulate a crane on the street.	the crane is now empty
Support	Construction workers manipulate a crane on the street.	they are doing a very hard job by handling that crane
Neutral	Construction workers manipulate a crane on the street.	construction workers need a lot of skill for handling a crane
Invalidate	A little girl is playing with a colorful toy in the ground.	A girl comes inside as it is raining outside.
Support	A little girl is playing with a colorful toy in the ground.	A girl kid is dressing her toy with toy dress.
Neutral	A little girl is playing with a colorful toy in the ground.	It's so cute to see kids playing with their own toys.
Invalidate	Woman dressed in a blue bodysuit ice skates low to the ice.	The woman rubs her feet because of blisters.
Support	Woman dressed in a blue bodysuit ice skates low to the ice.	The woman does several tricks while skating on the ice.
Neutral	Woman dressed in a blue bodysuit ice skates low to the ice.	Ice skating is a fun hobby for children.
Invalidate	A young boy raking leaves.	Police arrest boy attacker who gathered leaves
Support	A young boy raking leaves.	He is shaking the tree for the leaves.
Neutral	A young boy raking leaves.	Young boys usually shake  plants.
Invalidate	There is a group of uniformed little boys playing soccer.	The soccer match was very nerve racking for both the team boys.
Support	There is a group of uniformed little boys playing soccer.	Penalty shoot out will be the final game changer.
Neutral	There is a group of uniformed little boys playing soccer.	Uniforms look so great on the soccer boys.
Invalidate	A table is illuminated with several different colored jar candles and three people are standing around it.	they all went to bed because it was late
Support	A table is illuminated with several different colored jar candles and three people are standing around it.	everyone is there for a night out with friends
Neutral	A table is illuminated with several different colored jar candles and three people are standing around it.	the table is in the garden of a person
Invalidate	A woman looks to have jumped on top of somebody holding a beer, the bar does n't seem too far behind.	The woman gets some food at a restaurant.
Support	A woman looks to have jumped on top of somebody holding a beer, the bar does n't seem too far behind.	The woman leaped as high as she could.
Neutral	A woman looks to have jumped on top of somebody holding a beer, the bar does n't seem too far behind.	Most people enjoy going to a bar.
Invalidate	A Middle Eastern street merchant displays his food for sale.	he had to close early because all the food finished
Support	A Middle Eastern street merchant displays his food for sale.	The smells and sights tempting those who passed.
Neutral	A Middle Eastern street merchant displays his food for sale.	every week people went there to sell their home made products
Invalidate	A woman on a farm feeding llamas hay.	The ambulance urgently takes a woman from a farm
Support	A woman on a farm feeding llamas hay.	The hay is a little wet from dew
Neutral	A woman on a farm feeding llamas hay.	A lot of people like to feed llamas
Invalidate	A skier speeds through the snow.	The skier hangs up his skis in the lodge.
Support	A skier speeds through the snow.	The skier goes even faster as he heads down the hill.
Neutral	A skier speeds through the snow.	Skiing can be a fun winter sport.
