gold_label	sentence1	sentence2
Invalidate	A group of jockeys during a horse race.	A man with his winnings from the race track.
Support	A group of jockeys during a horse race.	The jockey in green pulls ahead.
Neutral	A group of jockeys during a horse race.	Horse racing is a popular sport to gamble on.
Invalidate	Rollerblader in the air above a ramp.	Rollerblader falls to the ground.
Support	Rollerblader in the air above a ramp.	Rollerblader is doing a complicated stunt.
Neutral	Rollerblader in the air above a ramp.	Rollerblading is an exciting sport.
Invalidate	Construction workers are at a job site looking at something.	workers are at a home and taking dinner.
Support	Construction workers are at a job site looking at something.	workers are drilling with a drill machine at construction site.
Neutral	Construction workers are at a job site looking at something.	Construction workers are hard working and like minded.
Invalidate	A ballet dancer poses at a photo shoot.	another ballet dancer passed in fron of the camera and ruined the photo
Support	A ballet dancer poses at a photo shoot.	the ballet dancer was chosen for a pubblicity on a billboard
Neutral	A ballet dancer poses at a photo shoot.	that studio was full of dancers that waited their turn for a shooting
Invalidate	A man holding a lighted candle with his head leaning on a statue.	The candle blew out because of the heavy wind
Support	A man holding a lighted candle with his head leaning on a statue.	The candle that is lit is a scented one
Neutral	A man holding a lighted candle with his head leaning on a statue.	Candles represent prayer
Invalidate	A man smiling for the camera standing in a parking lot.	The couple leaves in their car.
Support	A man smiling for the camera standing in a parking lot.	She tells her husband to smile and pose.
Neutral	A man smiling for the camera standing in a parking lot.	Tourists are often victims of theft.
Invalidate	Two men wearing white are performing a martial arts routine with long sticks in front of a crowd.	They both go to the theater to see a movie.
Support	Two men wearing white are performing a martial arts routine with long sticks in front of a crowd.	The crowd stares in awe at the men's elegant movements.
Neutral	Two men wearing white are performing a martial arts routine with long sticks in front of a crowd.	Martial Arts can be used for both entertainment and self-defense.
Invalidate	A teppanyaki chef prepares dinner for restaurant guests.	The chef helps close down the restaurant for the night.
Support	A teppanyaki chef prepares dinner for restaurant guests.	The customers enjoy their food
Neutral	A teppanyaki chef prepares dinner for restaurant guests.	Teppanyaki chefs use a large grill to cook their food on.
Invalidate	A man in a white Coca-Cola shirt and newsboy hat listens to a band play.	A man wears a suit as he sits in his office.
Support	A man in a white Coca-Cola shirt and newsboy hat listens to a band play.	The band is playing the man's favorite song.
Neutral	A man in a white Coca-Cola shirt and newsboy hat listens to a band play.	The band specializes in an alternative sound.
Invalidate	An infant is sitting in front of a computer.	She is walk to the road.
Support	An infant is sitting in front of a computer.	She is watching to online clss.
Neutral	An infant is sitting in front of a computer.	She is going to the temple
Invalidate	A man and a canine both stand on a snowy plane looking out into the distance.	A man and a cannie have rest to home.
Support	A man and a canine both stand on a snowy plane looking out into the distance.	A man and cannie   walk to the street.
Neutral	A man and a canine both stand on a snowy plane looking out into the distance.	The man and cannie are walk to the street.
Invalidate	A man holding a little girl on his shoulders.	The two people get food at a restaurant.
Support	A man holding a little girl on his shoulders.	The man holds her upright as long as he can.
Neutral	A man holding a little girl on his shoulders.	Most men like to play with their kids.
Invalidate	A woman is applying makeup to herself.	A woman is going to ceremony.
Support	A woman is applying makeup to herself.	She needs to finish putting makeup before the time of work.
Neutral	A woman is applying makeup to herself.	These days
Invalidate	Nursing students sitting in a classroom.	The students are going to reach home
Support	Nursing students sitting in a classroom.	Today's teaching topic is more interesting one as it provides a lot of notable updates
Neutral	Nursing students sitting in a classroom.	Medical profession helps to serve all kinds of peoples without hesitation
Invalidate	Three boys in matching bowties and vests performing with a group.	The boys get food at a restaurant.
Support	Three boys in matching bowties and vests performing with a group.	The boys sing their favorite song.
Neutral	Three boys in matching bowties and vests performing with a group.	Most people enjoy watching musical performances.
