gold_label	sentence1	sentence2
Neutral	Two sumo wrestlers competing in a match.	Most people view sumo wrestlers as fat.
Invalidate	Two people play a game of polo on horses, one black and one white.	The winning polo players rewards the black horse with a juicy apple.
Support	Two people play a game of polo on horses, one black and one white.	The horses have been trained to play all their life.
Neutral	Two people play a game of polo on horses, one black and one white.	Polo is game dating back to the sixth century BC.
Invalidate	Two little girls wearing pink dresses and sandals	two girls are swimming in the pool
Support	Two little girls wearing pink dresses and sandals	two girls are walking in a park
Neutral	Two little girls wearing pink dresses and sandals	two girls like to dress pink clothes
Invalidate	A black man walking down a sidewalk.	A black man sitting to the street.
Support	A black man walking down a sidewalk.	A black man going to the park
Neutral	A black man walking down a sidewalk.	A black man play to the garden
Invalidate	A hatted old Asian man with wrinkled arms is looking seriously at the camera while clutching slightly at his own shirt.	Everyone has left for the evening.
Support	A hatted old Asian man with wrinkled arms is looking seriously at the camera while clutching slightly at his own shirt.	Camera is used by hatted old asian with wrinkled arm.
Neutral	A hatted old Asian man with wrinkled arms is looking seriously at the camera while clutching slightly at his own shirt.	Camera is  a device that consists of a lightproof chamber with an aperture fitted with a lens and a shutter
Invalidate	two small children standing next to a jeans advertisement.	a couple of kids playing by the side walk
Support	two small children standing next to a jeans advertisement.	a couple of kids admire an advert
Neutral	two small children standing next to a jeans advertisement.	kids always hangout with thier friends
Invalidate	A fashion model is posing for the camera wearing a revealing top.	The model goes to buy some food.
Support	A fashion model is posing for the camera wearing a revealing top.	The camera takes great shots of the model with her revealing body.
Neutral	A fashion model is posing for the camera wearing a revealing top.	Models often have to reveal their bodies to go places.
Invalidate	The cheerleader stood behind the drummer in the marching band.	the football game was postponed
Support	The cheerleader stood behind the drummer in the marching band.	Cheerleader marching  last in the marching band
Neutral	The cheerleader stood behind the drummer in the marching band.	Girls always like marching band.
Invalidate	three young men stand behind a net watching a tennis match.	Three young men go to the shopping.
Support	three young men stand behind a net watching a tennis match.	Three young men stand with watching.
Neutral	three young men stand behind a net watching a tennis match.	Three young men went to the home.
Invalidate	A man in a blue cowboy hat is riding a white horse.	The horse bucks him off.
Support	A man in a blue cowboy hat is riding a white horse.	The horse guides them through the forest
Neutral	A man in a blue cowboy hat is riding a white horse.	The man always rides the horse before dinner.
Invalidate	A clown with a golden wig blows bubbles into the air for a child.	The clown is removing his golden wig and packing up his properties.
Support	A clown with a golden wig blows bubbles into the air for a child.	The child is laughing happily when the clown blows bubbles.
Neutral	A clown with a golden wig blows bubbles into the air for a child.	A clown is the first person who brings happiness in a child.
Invalidate	View over people's heads down an escalator toward a subway entrance.	the elevator stopped because of an electrical error
Support	View over people's heads down an escalator toward a subway entrance.	the people are going to the stadium in order to see the game
Neutral	View over people's heads down an escalator toward a subway entrance.	that is the most crowded station of the subway
Invalidate	Boy jumping skateboard beside sign and pink flowers	A young man is being medicated after a fall practicing sport
Support	Boy jumping skateboard beside sign and pink flowers	The boy does his best skateboard tricks.
Neutral	Boy jumping skateboard beside sign and pink flowers	Most people think skateboarding can be dangerous.
Invalidate	A girl dives into the water while another girl watches her.	their mother made a special dinner because it was their birthday
Support	A girl dives into the water while another girl watches her.	as she dives the world goes silent
Neutral	A girl dives into the water while another girl watches her.	they are sisters and best friends
Invalidate	Man drives car next to shipping containers.	He faces some difficulties in inspecting his company's cargo handling at port
Support	Man drives car next to shipping containers.	He is going to have lunch
